,plate,well,actual_name,ERCC_reads,Non_ERCC_reads,ERCC_to_non_ERCC,Genes_detected,Age,Age_color,experiment.ID,plate_color,scrublet_score,scrublet_doublet
B4_1000500803,1000500803,B4,B4-1000500803-zsGreen,214018,2698,79.32468495,8,PN90,#D62728,8,#8C564B,0.011138614,FALSE
D11_1000500803,1000500803,D11,D11-1000500803-zsGreen,227265,8293,27.40443748,10,PN90,#D62728,8,#8C564B,0.006674082,FALSE
A1_1000500803,1000500803,A1,A1-1000500803-zsGreen,94559,171576,0.551120203,400,PN90,#D62728,8,#8C564B,0.039836568,FALSE
E12_1000500604,1000500604,E12,E12-1000500604-zsGreen,98574,439389,0.22434335,1973,PN21,#98DF8A,6,#FF7F0E,0.007541478,FALSE
C4_1000500604,1000500604,C4,C4-1000500604-zsGreen,53577,432088,0.123995575,2346,PN21,#98DF8A,6,#FF7F0E,0.011621472,FALSE
A11_1000500802,1000500802,A11,A11-1000500802-zsGreen,86917,705083,0.123272012,2116,PN90,#D62728,8,#C5B0D5,0.067988669,FALSE
B6_1000500604,1000500604,B6,B6-1000500604-zsGreen,38632,364411,0.106012168,2150,PN21,#98DF8A,6,#FF7F0E,0.009483667,FALSE
G7_1000500802,1000500802,G7,G7-1000500802-zsGreen,31892,284960,0.111917462,2106,PN90,#D62728,8,#C5B0D5,0.056461731,FALSE
H5_1000500604,1000500604,H5,H5-1000500604-zsGreen,102595,471717,0.217492692,1826,PN21,#98DF8A,6,#FF7F0E,0.007541478,FALSE
H2_1000500802,1000500802,H2,H2-1000500802-zsGreen,157671,3762,41.91148325,15,PN90,#D62728,8,#C5B0D5,0.006674082,FALSE
H6_1000500802,1000500802,H6,H6-1000500802-zsGreen,69396,572081,0.121304501,2292,PN90,#D62728,8,#C5B0D5,0.082926829,FALSE
C7_1000500803,1000500803,C7,C7-1000500803-zsGreen,54184,529236,0.102381546,2333,PN90,#D62728,8,#8C564B,0.082926829,FALSE
G2_1000500604,1000500604,G2,G2-1000500604-zsGreen,148363,1075553,0.137941134,1816,PN21,#98DF8A,6,#FF7F0E,0.009483667,FALSE
C7_1000500802,1000500802,C7,C7-1000500802-zsGreen,217475,45015,4.831167389,177,PN90,#D62728,8,#C5B0D5,0.067988669,FALSE
B3_1000500805,1000500805,B3,B3-1000500805-zsGreen,94566,543042,0.174141227,1768,PN90,#D62728,8,#E377C2,0.047297297,FALSE
B7_1000500604,1000500604,B7,B7-1000500604-zsGreen,37620,245697,0.153115423,2180,PN21,#98DF8A,6,#FF7F0E,0.009483667,FALSE
A4_1000500604,1000500604,A4,A4-1000500604-zsGreen,37994,213568,0.177901184,1743,PN21,#98DF8A,6,#FF7F0E,0.009483667,FALSE
B10_1000500803,1000500803,B10,B10-1000500803-zsGreen,244739,3094,79.10116354,8,PN90,#D62728,8,#8C564B,0.011138614,FALSE
D7_1000500803,1000500803,D7,D7-1000500803-zsGreen,101500,682404,0.14873887,1639,PN90,#D62728,8,#8C564B,0.082926829,FALSE
C6_1000500803,1000500803,C6,C6-1000500803-zsGreen,251441,20867,12.04969569,492,PN90,#D62728,8,#8C564B,0.047297297,FALSE
C9_1000500803,1000500803,C9,C9-1000500803-zsGreen,137476,517575,0.265615611,1274,PN90,#D62728,8,#8C564B,0.039836568,FALSE
B4_1000500604,1000500604,B4,B4-1000500604-zsGreen,79714,433893,0.183718106,1823,PN21,#98DF8A,6,#FF7F0E,0.009483667,FALSE
F6_1000500803,1000500803,F6,F6-1000500803-zsGreen,46680,275464,0.16945953,1586,PN90,#D62728,8,#8C564B,0.056461731,FALSE
G10_1000500802,1000500802,G10,G10-1000500802-zsGreen,70226,334643,0.209853486,1957,PN90,#D62728,8,#C5B0D5,0.056461731,FALSE
D2_1000500703,1000500703,D2,D2-1000500703-zsGreen,69610,981676,0.070909343,2245,PN120,#2CA02C,7,#98DF8A,0.056856187,FALSE
C1_1000500604,1000500604,C1,C1-1000500604-zsGreen,65775,449238,0.146414595,2390,PN21,#98DF8A,6,#FF7F0E,0.096153846,FALSE
D12_1000500803,1000500803,D12,D12-1000500803-zsGreen,265845,133471,1.991780986,188,PN90,#D62728,8,#8C564B,0.056461731,FALSE
C4_1000500703,1000500703,C4,C4-1000500703-zsGreen,92738,1040959,0.089089004,1955,PN120,#2CA02C,7,#98DF8A,0.030927835,FALSE
A8_1000500604,1000500604,A8,A8-1000500604-zsGreen,52799,259618,0.203371877,1405,PN21,#98DF8A,6,#FF7F0E,0.019556714,FALSE
D1_1000500804,1000500804,D1,D1-1000500804-zsGreen,113313,651731,0.173864677,1358,PN90,#D62728,8,#C49C94,0.047297297,FALSE
F7_1000500604,1000500604,F7,F7-1000500604-zsGreen,151676,842858,0.179954393,1517,PN21,#98DF8A,6,#FF7F0E,0.007541478,FALSE
H9_1000500803,1000500803,H9,H9-1000500803-zsGreen,110417,12537,8.80729042,18,PN90,#D62728,8,#8C564B,0.016736402,FALSE
H7_1000500804,1000500804,H7,H7-1000500804-zsGreen,92279,559718,0.164866951,1579,PN90,#D62728,8,#C49C94,0.067988669,FALSE
B6_1000500802,1000500802,B6,B6-1000500802-zsGreen,148426,335542,0.442347009,1109,PN90,#D62728,8,#C5B0D5,0.03364486,FALSE
E2_1000500604,1000500604,E2,E2-1000500604-zsGreen,1960,4876,0.401968827,581,PN21,#98DF8A,6,#FF7F0E,0.005769231,FALSE
G9_1000500803,1000500803,G9,G9-1000500803-zsGreen,230134,30106,7.644124095,50,PN90,#D62728,8,#8C564B,0.023961661,FALSE
H8_1000500803,1000500803,H8,H8-1000500803-zsGreen,22587,95024,0.237697845,1977,PN90,#D62728,8,#8C564B,0.067988669,FALSE
E5_1000500703,1000500703,E5,E5-1000500703-zsGreen,58425,589225,0.099155671,1748,PN120,#2CA02C,7,#98DF8A,0.019556714,FALSE
F12_1000500803,1000500803,F12,F12-1000500803-zsGreen,110998,4407,25.18674835,17,PN90,#D62728,8,#8C564B,0.016736402,FALSE
C10_1000500604,1000500604,C10,C10-1000500604-zsGreen,85982,346564,0.248098475,1396,PN21,#98DF8A,6,#FF7F0E,0.007541478,FALSE
A8_1000500703,1000500703,A8,A8-1000500703-zsGreen,61009,655541,0.093066643,2030,PN120,#2CA02C,7,#98DF8A,0.022869023,FALSE
F2_1000500703,1000500703,F2,F2-1000500703-zsGreen,56101,581475,0.096480502,1788,PN120,#2CA02C,7,#98DF8A,0.016615385,FALSE
E5_1000500804,1000500804,E5,E5-1000500804-zsGreen,81390,592137,0.137451299,1953,PN90,#D62728,8,#C49C94,0.056461731,FALSE
C2_1000500802,1000500802,C2,C2-1000500802-zsGreen,1463,3219,0.454488972,372,PN90,#D62728,8,#C5B0D5,0.082926829,FALSE
E10_1000500803,1000500803,E10,E10-1000500803-zsGreen,136551,613645,0.222524424,1459,PN90,#D62728,8,#8C564B,0.03364486,FALSE
D1_1000500604,1000500604,D1,D1-1000500604-zsGreen,24992,413115,0.060496472,3648,PN21,#98DF8A,6,#FF7F0E,0.041705283,FALSE
G10_1000500805,1000500805,G10,G10-1000500805-zsGreen,129036,777323,0.166000491,1737,PN90,#D62728,8,#E377C2,0.039836568,FALSE
E2_1000500801,1000500801,E2,E2-1000500801-zsGreen,251291,41,6129.04878,2,PN90,#D62728,8,#9467BD,0.016736402,FALSE
F1_1000500803,1000500803,F1,F1-1000500803-zsGreen,3,9,0.333333333,1,PN90,#D62728,8,#8C564B,0.008787346,FALSE
A6_1000500805,1000500805,A6,A6-1000500805-zsGreen,60515,455141,0.132958797,1822,PN90,#D62728,8,#E377C2,0.067988669,FALSE
F9_1000500804,1000500804,F9,F9-1000500804-zsGreen,119347,751588,0.158793115,2099,PN90,#D62728,8,#C49C94,0.067988669,FALSE
G4_1000500802,1000500802,G4,G4-1000500802-zsGreen,97217,545751,0.178134351,1357,PN90,#D62728,8,#C5B0D5,0.067988669,FALSE
A2_1000500804,1000500804,A2,A2-1000500804-zsGreen,52386,288920,0.181316627,1704,PN90,#D62728,8,#C49C94,0.056461731,FALSE
E7_1000500803,1000500803,E7,E7-1000500803-zsGreen,110574,950445,0.116339188,2307,PN90,#D62728,8,#8C564B,0.082926829,FALSE
D9_1000500604,1000500604,D9,D9-1000500604-zsGreen,33117,225714,0.146721072,2160,PN21,#98DF8A,6,#FF7F0E,0.007541478,FALSE
F3_1000500805,1000500805,F3,F3-1000500805-zsGreen,43806,317840,0.137824062,2126,PN90,#D62728,8,#E377C2,0.067988669,FALSE
E3_1000500604,1000500604,E3,E3-1000500604-zsGreen,2,7,0.285714286,0,PN21,#98DF8A,6,#FF7F0E,0.00265252,FALSE
A5_1000500703,1000500703,A5,A5-1000500703-zsGreen,49521,865777,0.057198332,2640,PN120,#2CA02C,7,#98DF8A,0.035897436,FALSE
A12_1000500803,1000500803,A12,A12-1000500803-zsGreen,115354,789783,0.146057841,2416,PN90,#D62728,8,#8C564B,0.082926829,FALSE
E11_1000500604,1000500604,E11,E11-1000500604-zsGreen,80894,653715,0.123745057,2701,PN21,#98DF8A,6,#FF7F0E,0.056856187,FALSE
D12_1000500703,1000500703,D12,D12-1000500703-zsGreen,62978,407719,0.154464227,1389,PN120,#2CA02C,7,#98DF8A,0.013986014,FALSE
H3_1000500604,1000500604,H3,H3-1000500604-zsGreen,79451,396674,0.200292936,1507,PN21,#98DF8A,6,#FF7F0E,0.016615385,FALSE
G1_1000500604,1000500604,G1,G1-1000500604-zsGreen,22069,721894,0.03057097,6169,PN21,#98DF8A,6,#FF7F0E,0.07972028,FALSE
E3_1000500803,1000500803,E3,E3-1000500803-zsGreen,281751,51298,5.492436352,61,PN90,#D62728,8,#8C564B,0.028423773,FALSE
D5_1000500703,1000500703,D5,D5-1000500703-zsGreen,13,113,0.115044248,3,PN120,#2CA02C,7,#98DF8A,0.011621472,FALSE
H11_1000500805,1000500805,H11,H11-1000500805-zsGreen,56240,571196,0.098460073,2739,PN90,#D62728,8,#E377C2,0.082926829,FALSE
C8_1000500803,1000500803,C8,C8-1000500803-zsGreen,73017,533261,0.136925446,1817,PN90,#D62728,8,#8C564B,0.056461731,FALSE
F8_1000500803,1000500803,F8,F8-1000500803-zsGreen,180916,7461,24.2482241,14,PN90,#D62728,8,#8C564B,0.008787346,FALSE
D10_1000500604,1000500604,D10,D10-1000500604-zsGreen,30941,317410,0.097479601,2818,PN21,#98DF8A,6,#FF7F0E,0.016615385,FALSE
C3_1000500703,1000500703,C3,C3-1000500703-zsGreen,45792,1087960,0.042089783,2882,PN120,#2CA02C,7,#98DF8A,0.066997519,FALSE
A5_1000500604,1000500604,A5,A5-1000500604-zsGreen,14255,189752,0.075124373,3466,PN21,#98DF8A,6,#FF7F0E,0.041705283,FALSE
B12_1000500801,1000500801,B12,B12-1000500801-zsGreen,66228,258,256.6976744,11,PN90,#D62728,8,#9467BD,0.011138614,FALSE
D9_1000500805,1000500805,D9,D9-1000500805-zsGreen,29146,218385,0.133461547,1550,PN90,#D62728,8,#E377C2,0.067988669,FALSE
E3_1000500804,1000500804,E3,E3-1000500804-zsGreen,65753,656004,0.100232621,2246,PN90,#D62728,8,#C49C94,0.082926829,FALSE
D1_1000500703,1000500703,D1,D1-1000500703-zsGreen,102183,1105262,0.092451383,1742,PN120,#2CA02C,7,#98DF8A,0.016615385,FALSE
H1_1000500703,1000500703,H1,H1-1000500703-zsGreen,69357,1067308,0.064983116,2412,PN120,#2CA02C,7,#98DF8A,0.056856187,FALSE
H10_1000500703,1000500703,H10,H10-1000500703-zsGreen,0,11,0,1,PN120,#2CA02C,7,#98DF8A,0.009483667,FALSE
E6_1000500804,1000500804,E6,E6-1000500804-zsGreen,104286,793094,0.13149261,1771,PN90,#D62728,8,#C49C94,0.082926829,FALSE
F2_1000500804,1000500804,F2,F2-1000500804-zsGreen,150701,900980,0.167263424,1474,PN90,#D62728,8,#C49C94,0.047297297,FALSE
F1_1000500802,1000500802,F1,F1-1000500802-zsGreen,149798,115502,1.296929923,306,PN90,#D62728,8,#C5B0D5,0.082926829,FALSE
H5_1000500803,1000500803,H5,H5-1000500803-zsGreen,130154,292950,0.444287421,1923,PN90,#D62728,8,#8C564B,0.067988669,FALSE
D6_1000500803,1000500803,D6,D6-1000500803-zsGreen,212150,7018,30.22941009,12,PN90,#D62728,8,#8C564B,0.006674082,FALSE
F6_1000500703,1000500703,F6,F6-1000500703-zsGreen,68064,919756,0.074002235,2457,PN120,#2CA02C,7,#98DF8A,0.041705283,FALSE
H4_1000500604,1000500604,H4,H4-1000500604-zsGreen,68519,480257,0.142671528,2632,PN21,#98DF8A,6,#FF7F0E,0.096153846,FALSE
G4_1000500604,1000500604,G4,G4-1000500604-zsGreen,155352,926202,0.16773015,1619,PN21,#98DF8A,6,#FF7F0E,0.004145555,FALSE
G3_1000500803,1000500803,G3,G3-1000500803-zsGreen,76180,385286,0.19772325,1735,PN90,#D62728,8,#8C564B,0.082926829,FALSE
D12_1000500802,1000500802,D12,D12-1000500802-zsGreen,3627,20955,0.173085183,956,PN90,#D62728,8,#C5B0D5,0.03364486,FALSE
C2_1000500803,1000500803,C2,C2-1000500803-zsGreen,250169,5253,47.62402437,12,PN90,#D62728,8,#8C564B,0.008787346,FALSE
C4_1000500803,1000500803,C4,C4-1000500803-zsGreen,158721,916774,0.17312991,1562,PN90,#D62728,8,#8C564B,0.082926829,FALSE
D11_1000500804,1000500804,D11,D11-1000500804-zsGreen,28321,132300,0.214066515,1523,PN90,#D62728,8,#C49C94,0.056461731,FALSE
B1_1000500703,1000500703,B1,B1-1000500703-zsGreen,83399,810181,0.102938726,1958,PN120,#2CA02C,7,#98DF8A,0.019556714,FALSE
F4_1000500804,1000500804,F4,F4-1000500804-zsGreen,138541,908591,0.152478948,1489,PN90,#D62728,8,#C49C94,0.067988669,FALSE
D1_1000500802,1000500802,D1,D1-1000500802-zsGreen,179774,510572,0.352103131,698,PN90,#D62728,8,#C5B0D5,0.056461731,FALSE
